movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn
In the Mood for Love,Wong Kar-wai,2000,1,Mario Naito López,Cuban Film Press Association,Cuba
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,2,Mario Naito López,Cuban Film Press Association,Cuba
A History of Violence,David Cronenberg,2005,3,Mario Naito López,Cuban Film Press Association,Cuba
Talk to Her,Pedro Almodóvar,2002,4,Mario Naito López,Cuban Film Press Association,Cuba
Carol,Todd Haynes,2015,5,Mario Naito López,Cuban Film Press Association,Cuba
Melancholia,Lars von Trier,2011,6,Mario Naito López,Cuban Film Press Association,Cuba
The White Ribbon,Michael Haneke,2009,7,Mario Naito López,Cuban Film Press Association,Cuba
The Return,Andrey Zvyagintsev,2003,8,Mario Naito López,Cuban Film Press Association,Cuba
The Child,Jean-Pierre and Luc Dardenne,2005,9,Mario Naito López,Cuban Film Press Association,Cuba
Silent Light,Carlos Reygadas,2007,10,Mario Naito López,Cuban Film Press Association,Cuba
In the Mood for Love,Wong Kar-wai,2000,1,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Tropical Malady,Apichatpong Weerasethakul,2004,2,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Mulholland Drive,David Lynch,2001,3,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
The Assassin,Hou Hsiao-hsien,2015,4,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Shame,Steve McQueen,2011,5,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Spirited Away,Hayao Miyazaki,2001,6,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
The Hurt Locker,Kathryn Bigelow,2008,7,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Toni Erdmann,Maren Ade,2016,8,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Winter's Bone,Debra Granik,2010,9,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
A Prophet,Jacques Audiard,2009,10,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
Moon,Duncan Jones,2009,1,Fiona Macdonald,BBC Culture,UK
The Great Beauty,Paolo Sorrentino,2013,2,Fiona Macdonald,BBC Culture,UK
The Lives of Others,Florian Henckel von Donnersmarck,2006,3,Fiona Macdonald,BBC Culture,UK
In the Mood for Love,Wong Kar-wai,2000,4,Fiona Macdonald,BBC Culture,UK
The Taste of Others,Agnès Jaoui,2000,5,Fiona Macdonald,BBC Culture,UK
Wild Tales,Damián Szifrón,2014,6,Fiona Macdonald,BBC Culture,UK
Bridesmaids,Paul Feig,2011,7,Fiona Macdonald,BBC Culture,UK
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,8,Fiona Macdonald,BBC Culture,UK
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,9,Fiona Macdonald,BBC Culture,UK
Inglourious Basterds,Quentin Tarantino,2009,10,Fiona Macdonald,BBC Culture,UK
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,1,Laya Maheshwari,Freelance film critic,India
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,2,Laya Maheshwari,Freelance film critic,India
The Social Network,David Fincher,2010,3,Laya Maheshwari,Freelance film critic,India
The Grand Budapest Hotel,Wes Anderson,2014,4,Laya Maheshwari,Freelance film critic,India
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001,5,Laya Maheshwari,Freelance film critic,India
The Tree of Life,Terrence Malick,2011,6,Laya Maheshwari,Freelance film critic,India
Holy Motors,Leos Carax,2012,7,Laya Maheshwari,Freelance film critic,India
Timbuktu,Abderrahmane Sissako,2014,8,Laya Maheshwari,Freelance film critic,India
No,Pablo Larraín,2012,9,Laya Maheshwari,Freelance film critic,India
Pan's Labyrinth,Guillermo Del Toro,2006,10,Laya Maheshwari,Freelance film critic,India
Moolaadé,Ousmane Sembène,2004,1,Hans-Christian Mahnke,AfricAvenir.org,Namibia
Days of Glory,Rachid Bouchareb,2006,2,Hans-Christian Mahnke,AfricAvenir.org,Namibia
Timbuktu,Abderrahmane Sissako,2014,3,Hans-Christian Mahnke,AfricAvenir.org,Namibia
Making Of,Nouri Bouzid,2006,4,Hans-Christian Mahnke,AfricAvenir.org,Namibia
House of Flying Daggers,Zhang Yimou,2004,5,Hans-Christian Mahnke,AfricAvenir.org,Namibia
City of God,Fernando Meirelles and Kátia Lund,2002,6,Hans-Christian Mahnke,AfricAvenir.org,Namibia
Miners Shot Down,Rehad Desai,2014,7,Hans-Christian Mahnke,AfricAvenir.org,Namibia
678,Mohamed Diab,2010,8,Hans-Christian Mahnke,AfricAvenir.org,Namibia
Hijack Stories,Oliver Schmitz,2000,9,Hans-Christian Mahnke,AfricAvenir.org,Namibia
Waltz with Bashir,Ari Folman,2008,10,Hans-Christian Mahnke,AfricAvenir.org,Namibia
No Country For Old Men,Joel and Ethan Coen,2007,1,Ben Mankiewicz,Turner Classic Movies,US
Spotlight,Tom McCarthy,2015,2,Ben Mankiewicz,Turner Classic Movies,US
United 93,Paul Greengrass,2006,3,Ben Mankiewicz,Turner Classic Movies,US
The Gatekeepers,Dror Moreh,2012,4,Ben Mankiewicz,Turner Classic Movies,US
Sexy Beast,Jonathan Glazer,2000,5,Ben Mankiewicz,Turner Classic Movies,US
A Separation,Asghar Farhadi,2011,6,Ben Mankiewicz,Turner Classic Movies,US
Memento,Christopher Nolan,2000,7,Ben Mankiewicz,Turner Classic Movies,US
Letters From Iwo Jima,Clint Eastwood,2006,8,Ben Mankiewicz,Turner Classic Movies,US
Anchorman: The Legend of Ron Burgundy,Adam McKay,2004,9,Ben Mankiewicz,Turner Classic Movies,US
The Wrestler,Darren Aronofsky,2008,10,Ben Mankiewicz,Turner Classic Movies,US
Los Angeles Plays Itself,Thom Andersen,2003,1,Calum Marsh,Freelance film critic,Canada
Mulholland Drive,David Lynch,2001,2,Calum Marsh,Freelance film critic,Canada
Goodbye to Language,Jean-Luc Godard,2014,3,Calum Marsh,Freelance film critic,Canada
Millennium Mambo,Hou Hsiao-hsien,2001,4,Calum Marsh,Freelance film critic,Canada
Margaret,Kenneth Lonergan,2011,5,Calum Marsh,Freelance film critic,Canada
Crank,Mark Neveldine and Brian Taylor,2006,6,Calum Marsh,Freelance film critic,Canada
The Forest for the Trees,Maren Ade,2003,7,Calum Marsh,Freelance film critic,Canada
Miami Vice,Michael Mann,2006,8,Calum Marsh,Freelance film critic,Canada
Woman on the Beach,Hong Sang-soo,2006,9,Calum Marsh,Freelance film critic,Canada
The Son,Jean-Pierre and Luc Dardenne,2002,10,Calum Marsh,Freelance film critic,Canada
Yi Yi: A One and a Two,Edward Yang,2000,1,Lee Marshall,Screen International,Italy
The White Ribbon,Michael Haneke,2009,2,Lee Marshall,Screen International,Italy
Fish Tank,Andrea Arnold,2009,3,Lee Marshall,Screen International,Italy
Spirited Away,Hayao Miyazaki,2001,4,Lee Marshall,Screen International,Italy
Timbuktu,Abderrahmane Sissako,2014,5,Lee Marshall,Screen International,Italy
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,6,Lee Marshall,Screen International,Italy
No Country For Old Men,Joel and Ethan Coen,2007,7,Lee Marshall,Screen International,Italy
Silent Souls,Aleksey Fedorchenko,2010,8,Lee Marshall,Screen International,Italy
A Separation,Asghar Farhadi,2011,9,Lee Marshall,Screen International,Italy
Nostalgia for the Light,Patricio Guzmán,2010,10,Lee Marshall,Screen International,Italy
Holy Motors,Leos Carax,2012,1,Adrian Martin,Lola Magazine,Australia
Lifeline,Víctor Erice,2002,2,Adrian Martin,Lola Magazine,Australia
Certified Copy,Abbas Kiarostami,2010,3,Adrian Martin,Lola Magazine,Australia
Kung Fu Hustle,Stephen Chow,2004,4,Adrian Martin,Lola Magazine,Australia
Instructions for a Light and Sound Machine,Peter Tscherkassky,2005,5,Adrian Martin,Lola Magazine,Australia
Un lac,Philippe Grandrieux,2008,6,Adrian Martin,Lola Magazine,Australia
Detention,Joseph Kahn,2011,7,Adrian Martin,Lola Magazine,Australia
A Vingança de Uma Mulher,Rita Azevedo Gomes,2012,8,Adrian Martin,Lola Magazine,Australia
Mia Madre,Nanni Moretti,2015,9,Adrian Martin,Lola Magazine,Australia
Femme Fatale,Brian De Palma,2002,10,Adrian Martin,Lola Magazine,Australia
The Wolf of Wall Street,Martin Scorsese,2013,1,Antonio Martínez,El Mercurio,Chile
No Country For Old Men,Joel and Ethan Coen,2007,2,Antonio Martínez,El Mercurio,Chile
Spirited Away,Hayao Miyazaki,2001,3,Antonio Martínez,El Mercurio,Chile
Million Dollar Baby,Clint Eastwood,2004,4,Antonio Martínez,El Mercurio,Chile
The Ghost Writer,Roman Polanski,2010,5,Antonio Martínez,El Mercurio,Chile
The Son's Room,Nanni Moretti,2001,6,Antonio Martínez,El Mercurio,Chile
A History of Violence,David Cronenberg,2005,7,Antonio Martínez,El Mercurio,Chile
Talk to Her,Pedro Almodóvar,2002,8,Antonio Martínez,El Mercurio,Chile
Before the Devil Knows You're Dead,Sidney Lumet,2007,9,Antonio Martínez,El Mercurio,Chile
Match Point,Woody Allen,2005,10,Antonio Martínez,El Mercurio,Chile
Carlos,Olivier Assayas,2010,1,Todd McCarthy,The Hollywood Reporter,US
Zodiac,David Fincher,2007,2,Todd McCarthy,The Hollywood Reporter,US
Leviathan,Andrey Zvyagintsev,2014,3,Todd McCarthy,The Hollywood Reporter,US
Mulholland Drive,David Lynch,2001,4,Todd McCarthy,The Hollywood Reporter,US
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,5,Todd McCarthy,The Hollywood Reporter,US
The Incredibles,Brad Bird,2004,6,Todd McCarthy,The Hollywood Reporter,US
Children of Men,Alfonso Cuarón,2006,7,Todd McCarthy,The Hollywood Reporter,US
Fantastic Mr Fox,Wes Anderson,2009,8,Todd McCarthy,The Hollywood Reporter,US
Grizzly Man,Werner Herzog,2005,9,Todd McCarthy,The Hollywood Reporter,US
Brokeback Mountain,Ang Lee,2005,10,Todd McCarthy,The Hollywood Reporter,US
You Ain’t Seen Nothin’ Yet,Alain Resnais,2012,1,Joe McElhaney,Hunter College,US
No Home Movie,Chantal Akerman,2015,2,Joe McElhaney,Hunter College,US
The Romance of Astrea and Celadon,Éric Rohmer,2009,3,Joe McElhaney,Hunter College,US
The Strange Case of Angelica,Manoel de Oliveira,2010,4,Joe McElhaney,Hunter College,US
Michelangelo Eye to Eye,Michelangelo Antonioni,2004,5,Joe McElhaney,Hunter College,US
Warming by the Devil's Fire,Charles Burnett,2003,6,Joe McElhaney,Hunter College,US
The New World,Terrence Malick,2005,7,Joe McElhaney,Hunter College,US
Café Lumière,Hou Hsiao-hsien,2003,8,Joe McElhaney,Hunter College,US
You Will Meet a Tall Dark Stranger,Woody Allen,2010,9,Joe McElhaney,Hunter College,US
The Hateful Eight,Quentin Tarantino,2015,10,Joe McElhaney,Hunter College,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Drew McWeeny,HitFix,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,2,Drew McWeeny,HitFix,US
Holy Motors,Leos Carax,2012,3,Drew McWeeny,HitFix,US
City of God,Fernando Meirelles and Kátia Lund,2002,4,Drew McWeeny,HitFix,US
Enter the Void,Gaspar Noé,2009,5,Drew McWeeny,HitFix,US
Hedwig and the Angry Inch,John Cameron Mitchell,2001,6,Drew McWeeny,HitFix,US
Melancholia,Lars von Trier,2011,7,Drew McWeeny,HitFix,US
Mad Max: Fury Road,George Miller,2015,8,Drew McWeeny,HitFix,US
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001,9,Drew McWeeny,HitFix,US
Grizzly Man,Werner Herzog,2005,10,Drew McWeeny,HitFix,US
Inherent Vice,Paul Thomas Anderson,2014,1,Kim Morgan,Sight & Sound/Criterion,US
Mulholland Drive,David Lynch,2001,2,Kim Morgan,Sight & Sound/Criterion,US
Melancholia,Lars von Trier,2011,3,Kim Morgan,Sight & Sound/Criterion,US
There Will Be Blood,Paul Thomas Anderson,2007,4,Kim Morgan,Sight & Sound/Criterion,US
Under the Skin,Jonathan Glazer,2013,5,Kim Morgan,Sight & Sound/Criterion,US
Fat Girl,Catherine Breillat,2001,6,Kim Morgan,Sight & Sound/Criterion,US
A Serious Man,Joel and Ethan Coen,2009,7,Kim Morgan,Sight & Sound/Criterion,US
Battle Royale,Kinji Fukasaku,2000,8,Kim Morgan,Sight & Sound/Criterion,US
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,9,Kim Morgan,Sight & Sound/Criterion,US
Bad Lieutenant: Port of Call New Orleans,Werner Herzog,2009,10,Kim Morgan,Sight & Sound/Criterion,US
Mulholland Drive,David Lynch,2001,1,Kate Muir,The Times,UK
The Tree of Life,Terrence Malick,2011,2,Kate Muir,The Times,UK
Night Will Fall,André Singer,2014,3,Kate Muir,The Times,UK
12 Years a Slave,Steve McQueen,2013,4,Kate Muir,The Times,UK
We Need to Talk About Kevin,Lynne Ramsay,2011,5,Kate Muir,The Times,UK
Boyhood,Richard Linklater,2014,6,Kate Muir,The Times,UK
Amour,Michael Haneke,2012,7,Kate Muir,The Times,UK
The Lives of Others,Florian Henckel von Donnersmarck,2006,8,Kate Muir,The Times,UK
Nostalgia for the Light,Patricio Guzmán,2010,9,Kate Muir,The Times,UK
Red Road,Andrea Arnold,2006,10,Kate Muir,The Times,UK
Before Midnight,Richard Linklater,2013,1,Chris Nashawaty,Entertainment Weekly,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,2,Chris Nashawaty,Entertainment Weekly,US
Munich,Steven Spielberg,2005,3,Chris Nashawaty,Entertainment Weekly,US
The Social Network,David Fincher,2010,4,Chris Nashawaty,Entertainment Weekly,US
The Grand Budapest Hotel,Wes Anderson,2014,5,Chris Nashawaty,Entertainment Weekly,US
Sexy Beast,Jonathan Glazer,2000,6,Chris Nashawaty,Entertainment Weekly,US
The Lobster,Yorgos Lanthimos,2015,7,Chris Nashawaty,Entertainment Weekly,US
Inglourious Basterds,Quentin Tarantino,2009,8,Chris Nashawaty,Entertainment Weekly,US
Best in Show,Christopher Guest,2000,9,Chris Nashawaty,Entertainment Weekly,US
Gladiator,Ridley Scott,2000,10,Chris Nashawaty,Entertainment Weekly,US
Yi Yi: A One and a Two,Edward Yang,2000,1,Farran Smith Nehme,The New York Post/Film Comment,US
A Separation,Asghar Farhadi,2011,2,Farran Smith Nehme,The New York Post/Film Comment,US
25th Hour,Spike Lee,2002,3,Farran Smith Nehme,The New York Post/Film Comment,US
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,4,Farran Smith Nehme,The New York Post/Film Comment,US
WALL-E,Andrew Stanton,2008,5,Farran Smith Nehme,The New York Post/Film Comment,US
Phoenix,Christian Petzold,2014,6,Farran Smith Nehme,The New York Post/Film Comment,US
Selma,Ava DuVernay,2014,7,Farran Smith Nehme,The New York Post/Film Comment,US
Timbuktu,Abderrahmane Sissako,2014,8,Farran Smith Nehme,The New York Post/Film Comment,US
About Elly,Asghar Farhadi,2009,9,Farran Smith Nehme,The New York Post/Film Comment,US
I’m Going Home,Manoel de Oliveira,2001,10,Farran Smith Nehme,The New York Post/Film Comment,US
Inside Llewyn Davis,Joel and Ethan Coen,2013,1,Joe Neumaier,WOR-710AM New York,US
There Will Be Blood,Paul Thomas Anderson,2007,2,Joe Neumaier,WOR-710AM New York,US
Inside Out,Pete Docter,2015,3,Joe Neumaier,WOR-710AM New York,US
Carol,Todd Haynes,2015,4,Joe Neumaier,WOR-710AM New York,US
Brooklyn,John Crowley,2015,5,Joe Neumaier,WOR-710AM New York,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,6,Joe Neumaier,WOR-710AM New York,US
Boyhood,Richard Linklater,2014,7,Joe Neumaier,WOR-710AM New York,US
Fruitvale Station,Ryan Coogler,2013,8,Joe Neumaier,WOR-710AM New York,US
Blue Valentine,Derek Cianfrance,2010,9,Joe Neumaier,WOR-710AM New York,US
Her,Spike Jonze,2013,10,Joe Neumaier,WOR-710AM New York,US
Good Bye Lenin!,Wolfgang Becker,2003,1,Chris Newbould,The National,UAE
Lost in Translation,Sofia Coppola,2003,2,Chris Newbould,The National,UAE
Spotlight,Tom McCarthy,2015,3,Chris Newbould,The National,UAE
Pan's Labyrinth,Guillermo Del Toro,2006,4,Chris Newbould,The National,UAE
Mad Max: Fury Road,George Miller,2015,5,Chris Newbould,The National,UAE
The Baader Meinhof Complex,Uli Edel,2008,6,Chris Newbould,The National,UAE
Boyhood,Richard Linklater,2014,7,Chris Newbould,The National,UAE
No Man's Land,Danis Tanovic,2001,8,Chris Newbould,The National,UAE
Che,Steven Soderbergh,2008,9,Chris Newbould,The National,UAE
Ghost World,Terry Zwigoff,2001,10,Chris Newbould,The National,UAE
"Synecdoche, New York",Charlie Kaufman,2008,1,Amy Nicholson,MTV News,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,2,Amy Nicholson,MTV News,US
Django Unchained,Quentin Tarantino,2012,3,Amy Nicholson,MTV News,US
The Grand Budapest Hotel,Wes Anderson,2014,4,Amy Nicholson,MTV News,US
Alpha Dog,Nick Cassavetes,2006,5,Amy Nicholson,MTV News,US
Her,Spike Jonze,2013,6,Amy Nicholson,MTV News,US
Young Adult,Jason Reitman,2011,7,Amy Nicholson,MTV News,US
The Dark Knight,Christopher Nolan,2008,8,Amy Nicholson,MTV News,US
Tropic Thunder,Ben Stiller,2008,9,Amy Nicholson,MTV News,US
Children of Men,Alfonso Cuarón,2006,10,Amy Nicholson,MTV News,US
Memento,Christopher Nolan,2000,1,Ong Soh Chin,Freelance,Singapore
Oldboy,Park Chan-wook,2003,2,Ong Soh Chin,Freelance,Singapore
The Circle,Jafar Panahi,2000,3,Ong Soh Chin,Freelance,Singapore
The Lives of Others,Florian Henckel von Donnersmarck,2006,4,Ong Soh Chin,Freelance,Singapore
Dirty Pretty Things,Stephen Frears,2002,5,Ong Soh Chin,Freelance,Singapore
We Need to Talk About Kevin,Lynne Ramsay,2011,6,Ong Soh Chin,Freelance,Singapore
The Imposter,Bart Layton,2012,7,Ong Soh Chin,Freelance,Singapore
A Girl Walks Home Alone at Night,Ana Lily Amirpour,2014,8,Ong Soh Chin,Freelance,Singapore
Mother,Bong Joon-ho,2009,9,Ong Soh Chin,Freelance,Singapore
Bone Tomahawk,S. Craig Zahler,2015,10,Ong Soh Chin,Freelance,Singapore
Boyhood,Richard Linklater,2014,1,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
Melancholia,Lars von Trier,2011,2,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
The Great Beauty,Paolo Sorrentino,2013,3,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
The White Ribbon,Michael Haneke,2009,4,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
A Separation,Asghar Farhadi,2011,5,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
Winter Sleep,Nuri Bilge Ceylan,2014,6,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
Spirited Away,Hayao Miyazaki,2001,7,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
The Artist,Michel Hazanavicius,2011,8,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
Spring Breakers,Harmony Korine,2012,9,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
The Queen,Stephen Frears,2006,10,Susanne Ostwald,Neue Zürcher Zeitung,Switzerland
Caché,Michael Haneke,2005,1,Matthew Patches,Thrillist,US
Spirited Away,Hayao Miyazaki,2001,2,Matthew Patches,Thrillist,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,3,Matthew Patches,Thrillist,US
The Tree of Life,Terrence Malick,2011,4,Matthew Patches,Thrillist,US
The Grand Budapest Hotel,Wes Anderson,2014,5,Matthew Patches,Thrillist,US
The Comedy,Rick Alverson,2012,6,Matthew Patches,Thrillist,US
Zero Dark Thirty,Kathryn Bigelow,2012,7,Matthew Patches,Thrillist,US
No Country For Old Men,Joel and Ethan Coen,2007,8,Matthew Patches,Thrillist,US
Memories of Murder,Bong Joon-ho,2003,9,Matthew Patches,Thrillist,US
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Matthew Patches,Thrillist,US
There Will Be Blood,Paul Thomas Anderson,2007,1,Steve Persall,Tampa Bay Times,US
Pan's Labyrinth,Guillermo Del Toro,2006,2,Steve Persall,Tampa Bay Times,US
Children of Men,Alfonso Cuarón,2006,3,Steve Persall,Tampa Bay Times,US
Brokeback Mountain,Ang Lee,2005,4,Steve Persall,Tampa Bay Times,US
The Dark Knight,Christopher Nolan,2008,5,Steve Persall,Tampa Bay Times,US
Almost Famous,Cameron Crowe,2000,6,Steve Persall,Tampa Bay Times,US
A Serious Man,Joel and Ethan Coen,2009,7,Steve Persall,Tampa Bay Times,US
Kill Bill: Vol. 1,Quentin Tarantino,2003,8,Steve Persall,Tampa Bay Times,US
Donnie Darko,Richard Kelly,2001,9,Steve Persall,Tampa Bay Times,US
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,10,Steve Persall,Tampa Bay Times,US
There Will Be Blood,Paul Thomas Anderson,2007,1,Michael Phillips,Chicago Tribune,US
Ratatouille,Brad Bird and Jan Pinkava,2007,2,Michael Phillips,Chicago Tribune,US
Climates,Nuri Bilge Ceylan,2006,3,Michael Phillips,Chicago Tribune,US
Mulholland Drive,David Lynch,2001,4,Michael Phillips,Chicago Tribune,US
Y Tu Mamá También,Alfonso Cuarón,2001,5,Michael Phillips,Chicago Tribune,US
Her,Spike Jonze,2013,6,Michael Phillips,Chicago Tribune,US
Boyhood,Richard Linklater,2014,7,Michael Phillips,Chicago Tribune,US
Poetry,Lee Chang-dong,2010,8,Michael Phillips,Chicago Tribune,US
The Grand Budapest Hotel,Wes Anderson,2014,9,Michael Phillips,Chicago Tribune,US
Zodiac,David Fincher,2007,10,Michael Phillips,Chicago Tribune,US
Yi Yi: A One and a Two,Edward Yang,2000,1,Keith Phipps,Uproxx,US
Y Tu Mamá También,Alfonso Cuarón,2001,2,Keith Phipps,Uproxx,US
Mulholland Drive,David Lynch,2001,3,Keith Phipps,Uproxx,US
Waking Life,Richard Linklater,2001,4,Keith Phipps,Uproxx,US
In the Mood for Love,Wong Kar-wai,2000,5,Keith Phipps,Uproxx,US
Moonrise Kingdom,Wes Anderson,2012,6,Keith Phipps,Uproxx,US
25th Hour,Spike Lee,2002,7,Keith Phipps,Uproxx,US
Certified Copy,Abbas Kiarostami,2010,8,Keith Phipps,Uproxx,US
AI: Artificial Intelligence,Steven Spielberg,2001,9,Keith Phipps,Uproxx,US
Only Lovers Left Alive,Jim Jarmusch,2013,10,Keith Phipps,Uproxx,US
Melancholia,Lars von Trier,2011,1,Hannah Pilarczyk,Der Spiegel,Germany
Spirited Away,Hayao Miyazaki,2001,2,Hannah Pilarczyk,Der Spiegel,Germany
Beyond the Hills,Cristian Mungiu,2012,3,Hannah Pilarczyk,Der Spiegel,Germany
Let the Right One In,Tomas Alfredson,2008,4,Hannah Pilarczyk,Der Spiegel,Germany
Stories We Tell,Sarah Polley,2012,5,Hannah Pilarczyk,Der Spiegel,Germany
Carol,Todd Haynes,2015,6,Hannah Pilarczyk,Der Spiegel,Germany
The Death of Mr Lazarescu,Cristi Puiu,2005,7,Hannah Pilarczyk,Der Spiegel,Germany
The Master,Paul Thomas Anderson,2012,8,Hannah Pilarczyk,Der Spiegel,Germany
Caché,Michael Haneke,2005,9,Hannah Pilarczyk,Der Spiegel,Germany
All Divided Selves,Luke Fowler,2011,10,Hannah Pilarczyk,Der Spiegel,Germany
The White Ribbon,Michael Haneke,2009,1,Agnès C Poirier,Marianne,France
Winter Sleep,Nuri Bilge Ceylan,2014,2,Agnès C Poirier,Marianne,France
Timbuktu,Abderrahmane Sissako,2014,3,Agnès C Poirier,Marianne,France
Mia Madre,Nanni Moretti,2015,4,Agnès C Poirier,Marianne,France
The Return,Andrey Zvyagintsev,2003,5,Agnès C Poirier,Marianne,France
Oasis,Lee Chang-dong,2002,6,Agnès C Poirier,Marianne,France
Bad Education,Pedro Almodóvar,2004,7,Agnès C Poirier,Marianne,France
The Artist,Michel Hazanavicius,2011,8,Agnès C Poirier,Marianne,France
Oldboy,Park Chan-wook,2003,9,Agnès C Poirier,Marianne,France
The House of Mirth,Terence Davies,2000,10,Agnès C Poirier,Marianne,France
Boyhood,Richard Linklater,2014,1,Claudia Puig,Freelance film critic,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,2,Claudia Puig,Freelance film critic,US
Locke,Steven Knight,2013,3,Claudia Puig,Freelance film critic,US
The Hurt Locker,Kathryn Bigelow,2008,4,Claudia Puig,Freelance film critic,US
Pan's Labyrinth,Guillermo Del Toro,2006,5,Claudia Puig,Freelance film critic,US
The Lives of Others,Florian Henckel von Donnersmarck,2006,6,Claudia Puig,Freelance film critic,US
Sin Nombre,Cary Joji Fukunaga,2009,7,Claudia Puig,Freelance film critic,US
Nebraska,Alexander Payne,2013,8,Claudia Puig,Freelance film critic,US
Fruitvale Station,Ryan Coogler,2013,9,Claudia Puig,Freelance film critic,US
Man on Wire,James Marsh,2008,10,Claudia Puig,Freelance film critic,US
A Separation,Asghar Farhadi,2011,1,Zakir Hossein Raju,Independent University,Bangladesh
Babel,Alejandro González Iñárritu,2006,2,Zakir Hossein Raju,Independent University,Bangladesh
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,3,Zakir Hossein Raju,Independent University,Bangladesh
In the Mood for Love,Wong Kar-wai,2000,4,Zakir Hossein Raju,Independent University,Bangladesh
Spirited Away,Hayao Miyazaki,2001,5,Zakir Hossein Raju,Independent University,Bangladesh
Brokeback Mountain,Ang Lee,2005,6,Zakir Hossein Raju,Independent University,Bangladesh
Oldboy,Park Chan-wook,2003,7,Zakir Hossein Raju,Independent University,Bangladesh
Ten,Abbas Kiarostami,2002,8,Zakir Hossein Raju,Independent University,Bangladesh
Russian Ark,Aleksandr Sokurov,2002,9,Zakir Hossein Raju,Independent University,Bangladesh
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,10,Zakir Hossein Raju,Independent University,Bangladesh
Goodbye to Language,Jean-Luc Godard,2014,1,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Colossal Youth,Pedro Costa,2006,2,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,3,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Holy Motors,Leos Carax,2012,4,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,5,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Leviathan,Andrey Zvyagintsev,2014,6,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Tabu,Miguel Gomes,2012,7,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015,8,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
From What Is Before,Lav Diaz,2014,9,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
Lost and Beautiful,Pietro Marcello,2015,10,Alberto Ramos Ruiz,La Habana International Festival of New Latin American Cinema,Cuba
The Tree of Life,Terrence Malick,2011,1,Jordan Raup,The Film Stage,US
In the Mood for Love,Wong Kar-wai,2000,2,Jordan Raup,The Film Stage,US
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,3,Jordan Raup,The Film Stage,US
