,properties.article,geometry.coordinates,geometry.type,properties.headline,properties.group_id,properties.group_name,properties.color,properties.radius
237,<div id='movie'><h1><b>Selected Movies</b></h1><P>Casino Royale: 4 votes</P></div>,"[176.84445, -39.64132]",Point,"Martin Campbell's birthplace is Hastings, New Zealand.",1,Liked by more people in America,#0600AD,2.0
238,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Wolf of Wall Street: 4 votes</p><p>The Departed: 2 votes</p><p>Hugo: 1 vote</p><p>Shutter Island: 1 vote</P></div>,"[-73.83539, 40.67744]",Point,"Martin Scorsese's birthplace is Queens, New York City, New York, USA.",1,Liked by more people in America,#0600AD,2.8284271247461903
239,<div id='movie'><h1><b>Selected Movies</b></h1><P>American Psycho: 3 votes</P></div>,"[-79.28863, 45.05558]",Point,"Mary Harron's birthplace is Bracebridge, Ontario, Canada.",2,Liked by less people in China,#FADD5C,1.7320508075688772
240,<div id='movie'><h1><b>Selected Movies</b></h1><P>Apocalypto: 1 vote</P></div>,"[-73.93038, 41.28508]",Point,"Mel Gibson's birthplace is Peekskill, New York, USA.",2,Liked by less people in China,#FADD5C,1.0
241,<div id='movie'><h1><b>Selected Movies</b></h1><P>Eden: 2 votes</p><p>Father of My Children: 1 vote</P></div>,"[2.3414, 48.85717]",Point,"Mia Hansen-Løve's birthplace is Paris, France.",2,Liked by less people in China,#FADD5C,1.7320508075688772
242,<div id='movie'><h1><b>Selected Movies</b></h1><P>Pain & Gain: 1 vote</P></div>,"[-118.24545, 34.05357]",Point,"Michael Bay's birthplace is Los Angeles, California, USA.",4,Liked by more people in China,#FA3B00,1.0
243,<div id='movie'><h1><b>Selected Movies</b></h1><P>Caché: 13 votes</p><p>The White Ribbon: 13 votes</p><p>Amour: 8 votes</p><p>The Piano Teacher: 1 vote</P></div>,"[11.57754, 48.13641]",Point,"Michael Haneke's birthplace is Munich, Bavaria, Germany.",2,Liked by less people in China,#FADD5C,5.916079783099616
244,<div id='movie'><h1><b>Selected Movies</b></h1><P>Collateral: 1 vote</p><p>Miami Vice: 1 vote</P></div>,"[-87.63245, 41.88425]",Point,"Michael Mann's birthplace is Chicago, Illinois, USA.",1,Liked by more people in America,#0600AD,1.4142135623730951
245,<div id='movie'><h1><b>Selected Movies</b></h1><P>Bowling for Columbine: 2 votes</P></div>,"[-83.68679, 43.01144]",Point,"Michael Moore's birthplace is Flint, Michigan, USA.",2,Liked by less people in China,#FADD5C,1.4142135623730951
246,<div id='movie'><h1><b>Selected Movies</b></h1><P>24 Hour Party People: 2 votes</P></div>,"[-2.47994, 53.74858]",Point,"Michael Winterbottom's birthplace is Blackburn, Lancashire, England, UK.",2,Liked by less people in China,#FADD5C,1.4142135623730951
247,<div id='movie'><h1><b>Selected Movies</b></h1><P>Eternal Sunshine of the Spotless Mind: 29 votes</p><p>Be Kind Rewind: 1 vote</P></div>,"[2.13108, 48.80195]",Point,"Michel Gondry's birthplace is Versailles, Seine-et-Oise [now Yvelines], France.",2,Liked by less people in China,#FADD5C,5.477225575051661
248,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Artist: 4 votes</P></div>,"[2.3414, 48.85717]",Point,"Michel Hazanavicius's birthplace is Paris, France.",2,Liked by less people in China,#FADD5C,2.0
249,<div id='movie'><h1><b>Selected Movies</b></h1><P>Michelangelo Eye to Eye: 1 vote</P></div>,"[11.61941, 44.83837]",Point,"Michelangelo Antonioni's birthplace is Ferrara, Emilia-Romagna, Italy.",4,Liked by more people in China,#FA3B00,1.0
250,<div id='movie'><h1><b>Selected Movies</b></h1><P>Le quattro volte: 1 vote</P></div>,"[9.18178, 45.46796]",Point,"Michelangelo Frammartino's birthplace is Milan, Lombardy, Italy.",4,Liked by more people in China,#FA3B00,1.0
251,<div id='movie'><h1><b>Selected Movies</b></h1><P>Chuck & Buck: 1 vote</P></div>,"[-55.02228, -26.79827]",Point,"Miguel Arteta's birthplace is San Juan, Puerto Rico.",2,Liked by less people in China,#FADD5C,1.0
252,<div id='movie'><h1><b>Selected Movies</b></h1><P>Tabu: 8 votes</p><p>Arabian Nights: Volume 1 – The Restless One: 1 vote</P></div>,"[-9.14948, 38.72639]",Point,"Miguel Gomes's birthplace is Lisbon, Portugal.",1,Liked by more people in America,#0600AD,3.0
253,<div id='movie'><h1><b>Selected Movies</b></h1><P>Idiocracy: 2 votes</P></div>,"[-79.9283, -2.1596]",Point,"Mike Judge's birthplace is Guayaquil, Ecuador.",2,Liked by less people in China,#FADD5C,1.4142135623730951
254,<div id='movie'><h1><b>Selected Movies</b></h1><P>Vera Drake: 2 votes</p><p>Another Year: 1 vote</p><p>Mr Turner: 1 vote</P></div>,"[-2.39369, 53.46545]",Point,"Mike Leigh's birthplace is Salford, Greater Manchester, England, UK.",2,Liked by less people in China,#FADD5C,2.0
256,<div id='movie'><h1><b>Selected Movies</b></h1><P>Monsoon Wedding: 2 votes</p><p>The Namesake: 1 vote</P></div>,"[85.84098, 20.2688]",Point,"Mira Nair's birthplace is Bhubaneshwar, Orissa, India.",2,Liked by less people in China,#FADD5C,1.7320508075688772
257,<div id='movie'><h1><b>Selected Movies</b></h1><P>Me and You and Everyone We Know: 1 vote</p><p>The Future: 1 vote</P></div>,"[-72.50147, 44.19689]",Point,"Miranda July's birthplace is Barre, Vermont, USA.",2,Liked by less people in China,#FADD5C,1.4142135623730951
258,<div id='movie'><h1><b>Selected Movies</b></h1><P>678: 1 vote</P></div>,"[32.27937, 30.60312]",Point,"Mohamed Diab's birthplace is Ismailia, Egypt.",2,Liked by less people in China,#FADD5C,1.0
260,<div id='movie'><h1><b>Selected Movies</b></h1><P>The White Meadows: 1 vote</P></div>,"[52.53059, 29.59101]",Point,"Mohammad Rasoulof's birthplace is Shiraz, Iran.",2,Liked by less people in China,#FADD5C,1.0
261,<div id='movie'><h1><b>Selected Movies</b></h1><P>This Is Not a Film: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,2,Liked by less people in China,#FADD5C,1.0
263,<div id='movie'><h1><b>Selected Movies</b></h1><P>Theeb: 1 vote</P></div>,"[-1.25951, 51.75629]",Point,"Naji Abou Nowar's birthplace is Oxford, Oxfordshire, England, UK.",2,Liked by less people in China,#FADD5C,1.0
265,<div id='movie'><h1><b>Selected Movies</b></h1><P>Mia Madre: 3 votes</p><p>The Son's Room: 2 votes</P></div>,"[11.93519, 46.79532]",Point,"Nanni Moretti's birthplace is Brunico, Trentino-Alto Adige, Italy.",2,Liked by less people in China,#FADD5C,2.23606797749979
266,<div id='movie'><h1><b>Selected Movies</b></h1><P>Shara: 1 vote</P></div>,"[135.81506, 34.68675]",Point,"Naomi Kawase's birthplace is Nara, Japan.",4,Liked by more people in China,#FA3B00,1.0
267,<div id='movie'><h1><b>Selected Movies</b></h1><P>District 9: 3 votes</P></div>,"[28.04006, -26.20491]",Point,"Neill Blomkamp's birthplace is Johannesburg, South Africa.",2,Liked by less people in China,#FADD5C,1.7320508075688772
268,<div id='movie'><h1><b>Selected Movies</b></h1><P>Ezra: 1 vote</P></div>,"[6.00923, 7.75386]",Point,"Newton I. Aduaka's birthplace is Ogidi, Nigeria.",2,Liked by less people in China,#FADD5C,1.0
269,<div id='movie'><h1><b>Selected Movies</b></h1><P>Shoot the Messenger: 1 vote</P></div>,"[7.46228, 9.06344]",Point,Ngozi Onwurah's birthplace is Nigeria.,2,Liked by less people in China,#FADD5C,1.0
270,<div id='movie'><h1><b>Selected Movies</b></h1><P>Alpha Dog: 1 vote</P></div>,"[-74.00714, 40.71455]",Point,"Nick Cassavetes's birthplace is New York City, New York, USA.",1,Liked by more people in America,#0600AD,1.0
272,<div id='movie'><h1><b>Selected Movies</b></h1><P>Our Daily Bread: 1 vote</P></div>,"[16.36842, 48.20263]",Point,"Nikolaus Geyrhalter's birthplace is Vienna, Austria.",2,Liked by less people in China,#FADD5C,1.0
273,<div id='movie'><h1><b>Selected Movies</b></h1><P>Sita Sings the Blues: 1 vote</P></div>,"[-88.2435, 40.1142]",Point,"Nina Paley's birthplace is Champaign, Illinois, USA.",2,Liked by less people in China,#FADD5C,1.0
274,<div id='movie'><h1><b>Selected Movies</b></h1><P>Frances Ha: 2 votes</p><p>The Squid and the Whale: 1 vote</P></div>,"[-73.99162, 40.70181]",Point,"Noah Baumbach's birthplace is Brooklyn, New York City, New York, USA.",2,Liked by less people in China,#FADD5C,1.7320508075688772
275,<div id='movie'><h1><b>Selected Movies</b></h1><P>Mosaik mécanique: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
276,<div id='movie'><h1><b>Selected Movies</b></h1><P>Making Of: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,4,Liked by more people in China,#FA3B00,1.0
277,<div id='movie'><h1><b>Selected Movies</b></h1><P>Once Upon a Time in Anatolia: 7 votes</p><p>Distant: 3 votes</p><p>Winter Sleep: 3 votes</p><p>Climates: 1 vote</p><p>Three Monkeys: 1 vote</P></div>,"[28.98877, 41.06201]",Point,"Nuri Bilge Ceylan's birthplace is Istanbul, Turkey.",2,Liked by less people in China,#FADD5C,3.872983346207417
278,<div id='movie'><h1><b>Selected Movies</b></h1><P>Hijack Stories: 1 vote</P></div>,"[18.42198, -33.91909]",Point,"Oliver Schmitz's birthplace is Cape Town, South Africa.",1,Liked by more people in America,#0600AD,1.0
279,<div id='movie'><h1><b>Selected Movies</b></h1><P>Carlos: 3 votes</p><p>Summer Hours: 1 vote</P></div>,"[2.3414, 48.85717]",Point,"Olivier Assayas's birthplace is Paris, France.",3,Liked by less people in America,#38FFE1,2.0
280,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Box of Life: 1 vote</P></div>,"['NaN', 'NaN']",Point,"Ossama Mohammed's birthplace is Lattakia, Syria.",4,Liked by more people in China,#FA3B00,1.0
281,<div id='movie'><h1><b>Selected Movies</b></h1><P>Moolaadé: 4 votes</p><p>Moolaadé: 4 votes</P></div>,"[-16.2637, 12.58122]",Point,"Ousmane Sembène's birthplace is Ziguenchor, Casamance, Senegal.",1,Liked by more people in America,#0600AD,2.8284271247461903
282,<div id='movie'><h1><b>Selected Movies</b></h1><P>Moolaadé: 1 vote</p><p>Moolaadé: 1 vote</P></div>,"[-16.2637, 12.58122]",Point,"Ousmane Sembèène's birthplace is Ziguenchor, Casamance, Senegal.",1,Liked by more people in America,#0600AD,1.4142135623730951
283,<div id='movie'><h1><b>Selected Movies</b></h1><P>Snow White: 1 vote</P></div>,"[-2.94529, 43.2689]",Point,"Pablo Berger's birthplace is Bilbao, Vizcaya, País Vasco, Spain.",1,Liked by more people in America,#0600AD,1.0
284,<div id='movie'><h1><b>Selected Movies</b></h1><P>No: 3 votes</p><p>Tony Manero: 1 vote</P></div>,"[-70.65002, -33.43722]",Point,"Pablo Larraín's birthplace is Santiago, Chile.",2,Liked by less people in China,#FADD5C,2.0
285,<div id='movie'><h1><b>Selected Movies</b></h1><P>Manakamana: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,2,Liked by less people in China,#FADD5C,1.0
286,<div id='movie'><h1><b>Selected Movies</b></h1><P>Gostanza da Libbiano: 1 vote</P></div>,"[10.39945, 43.70996]",Point,"Paolo Benvenuti's birthplace is Pisa, Tuscany, Italy.",1,Liked by more people in America,#0600AD,1.0
287,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Great Beauty: 6 votes</p><p>The Consequences of Love: 1 vote</P></div>,"[14.25222, 40.84016]",Point,"Paolo Sorrentino's birthplace is Naples, Campania, Italy.",2,Liked by less people in China,#FADD5C,2.6457513110645907
288,<div id='movie'><h1><b>Selected Movies</b></h1><P>Oldboy: 11 votes</p><p>Sympathy for Mr Vengeance: 1 vote</P></div>,"[126.99989, 37.55886]",Point,"Park Chan-wook's birthplace is Seoul, South Korea.",2,Liked by less people in China,#FADD5C,3.4641016151377544
289,<div id='movie'><h1><b>Selected Movies</b></h1><P>Nostalgia for the Light: 4 votes</P></div>,"[-70.65002, -33.43722]",Point,"Patricio Guzmán's birthplace is Santiago, Chile.",2,Liked by less people in China,#FADD5C,2.0
290,<div id='movie'><h1><b>Selected Movies</b></h1><P>In the Family: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
291,<div id='movie'><h1><b>Selected Movies</b></h1><P>Monster: 1 vote</P></div>,"[-117.36064, 34.57454]",Point,"Patty Jenkins's birthplace is George Air Force Base, Victorville, California, USA.",2,Liked by less people in China,#FADD5C,1.0
292,<div id='movie'><h1><b>Selected Movies</b></h1><P>Bridesmaids: 3 votes</P></div>,"[-82.87739, 42.5966]",Point,"Paul Feig's birthplace is Mount Clemens, Michigan, USA.",2,Liked by less people in China,#FADD5C,1.7320508075688772
293,<div id='movie'><h1><b>Selected Movies</b></h1><P>United 93: 2 votes</p><p>The Bourne Ultimatum: 1 vote</P></div>,"[-0.2167, 51.35762]",Point,"Paul Greengrass's birthplace is Cheam, Surrey, England, UK.",2,Liked by less people in China,#FADD5C,1.7320508075688772
294,<div id='movie'><h1><b>Selected Movies</b></h1><P>There Will Be Blood: 35 votes</p><p>The Master: 10 votes</p><p>Inherent Vice: 4 votes</p><p>Punch-Drunk Love: 3 votes</P></div>,"[-118.39561, 34.14453]",Point,"Paul Thomas Anderson's birthplace is Studio City, California, USA.",2,Liked by less people in China,#FADD5C,7.211102550927978
295,<div id='movie'><h1><b>Selected Movies</b></h1><P>Ida: 6 votes</P></div>,"[21.01037, 52.2356]",Point,"Paweł Pawlikowski's birthplace is Warsaw, Mazowieckie, Poland.",1,Liked by more people in America,#0600AD,2.449489742783178
296,<div id='movie'><h1><b>Selected Movies</b></h1><P>Talk to Her: 13 votes</p><p>Bad Education: 2 votes</p><p>Bad Education: 2 votes</p><p>The Skin I Live In: 1 vote</P></div>,"[-3.77765, 38.7048]",Point,"Pedro Almodóvar's birthplace is Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain.",1,Liked by more people in America,#0600AD,4.242640687119285
297,<div id='movie'><h1><b>Selected Movies</b></h1><P>Colossal Youth: 2 votes</p><p>Horse Money: 1 vote</p><p>In Vanda’s Room: 1 vote</P></div>,"[-9.14948, 38.72639]",Point,"Pedro Costa's birthplace is Lisbon, Portugal.",2,Liked by less people in China,#FADD5C,2.0
299,"<div id='movie'><h1><b>Selected Movies</b></h1><P>Monsters, Inc.: 1 vote</P></div>","[2.6138, 6.48812]",Point,,2,Liked by less people in China,#FADD5C,1.0
300,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Lord of the Rings: The Fellowship of the Ring: 2 votes</p><p>The Lord of the Rings: The Return of the King: 1 vote</P></div>,"[174.88566, -41.0368]",Point,"Peter Jackson's birthplace is Pukerua Bay, North Island, New Zealand.",2,Liked by less people in China,#FADD5C,1.7320508075688772
301,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Magdalene Sisters: 1 vote</P></div>,"[-1.79722, 57.50651]",Point,"Peter Mullan's birthplace is Peterhead, Scotland, UK.",2,Liked by less people in China,#FADD5C,1.0
302,<div id='movie'><h1><b>Selected Movies</b></h1><P>Instructions for a Light and Sound Machine: 1 vote</P></div>,"[16.36842, 48.20263]",Point,"Peter Tscherkassky's birthplace is Vienna, Austria.",2,Liked by less people in China,#FADD5C,1.0
303,<div id='movie'><h1><b>Selected Movies</b></h1><P>La commune (Paris 1871): 1 vote</P></div>,"[-0.28397, 51.41222]",Point,"Peter Watkins's birthplace is Norbiton, Surrey, England, UK.",2,Liked by less people in China,#FADD5C,1.0
304,<div id='movie'><h1><b>Selected Movies</b></h1><P>Master and Commander: The Far Side of the World: 1 vote</P></div>,"[151.20691, -33.8696]",Point,"Peter Weir's birthplace is Sydney, New South Wales, Australia.",2,Liked by less people in China,#FADD5C,1.0
305,<div id='movie'><h1><b>Selected Movies</b></h1><P>Psalm III: 'Night of the Meek': 1 vote</P></div>,"[-74.00602, 40.71451]",Point,"Phil Solomon's birthplace is Manhattan, New York City, New York, USA.",1,Liked by more people in America,#0600AD,1.0
306,<div id='movie'><h1><b>Selected Movies</b></h1><P>Into Great Silence: 1 vote</P></div>,"[6.77661, 51.21564]",Point,"Philip Gröning's birthplace is Düsseldorf, West Germany.",2,Liked by less people in China,#FADD5C,1.0
307,<div id='movie'><h1><b>Selected Movies</b></h1><P>Quills: 1 vote</P></div>,"[-87.63245, 41.88425]",Point,"Philip Kaufman's birthplace is Chicago, Illinois, USA.",2,Liked by less people in China,#FADD5C,1.0
308,<div id='movie'><h1><b>Selected Movies</b></h1><P>Frontier of Dawn: 1 vote</p><p>Regular Lovers: 1 vote</P></div>,"[2.3414, 48.85717]",Point,"Philippe Garrel's birthplace is Paris, France.",2,Liked by less people in China,#FADD5C,1.4142135623730951
309,<div id='movie'><h1><b>Selected Movies</b></h1><P>Un lac: 1 vote</P></div>,"[4.39553, 45.43988]",Point,"Philippe Grandrieux's birthplace is Saint-Étienne, Loire, Rhône-Alpes, France.",2,Liked by less people in China,#FADD5C,1.0
310,<div id='movie'><h1><b>Selected Movies</b></h1><P>Lost and Beautiful: 1 vote</P></div>,"[14.33161, 41.07014]",Point,"Pietro Marcello's birthplace is Caserta, Campania, Italy.",2,Liked by less people in China,#FADD5C,1.0
312,<div id='movie'><h1><b>Selected Movies</b></h1><P>The 3 Rooms of Melancholia: 1 vote</P></div>,"[24.93265, 60.17116]",Point,"Pirjo Honkasalo's birthplace is Helsinki, Finland.",4,Liked by more people in China,#FA3B00,1.0
313,<div id='movie'><h1><b>Selected Movies</b></h1><P>Inglourious Basterds: 10 votes</p><p>Kill Bill: Vol. 1: 5 votes</p><p>Death Proof – Grindhouse: 1 vote</p><p>Django Unchained: 1 vote</p><p>Kill Bill: Vol. 2: 1 vote</p><p>The Hateful Eight: 1 vote</P></div>,"[-83.92103, 35.96068]",Point,"Quentin Tarantino's birthplace is Knoxville, Tennessee, USA.",2,Liked by less people in China,#FADD5C,4.358898943540674
314,<div id='movie'><h1><b>Selected Movies</b></h1><P>Thithi: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
315,<div id='movie'><h1><b>Selected Movies</b></h1><P>Days of Glory: 2 votes</P></div>,"[2.3414, 48.85717]",Point,"Rachid Bouchareb's birthplace is Paris, France.",2,Liked by less people in China,#FADD5C,1.4142135623730951
316,<div id='movie'><h1><b>Selected Movies</b></h1><P>Ankhon Dekhi: 1 vote</P></div>,"[77.21721, 28.63095]",Point,"Rajat Kapoor's birthplace is New Delhi, India.",2,Liked by less people in China,#FADD5C,1.0
317,<div id='movie'><h1><b>Selected Movies</b></h1><P>99 Homes: 1 vote</P></div>,"[-78.6427, 35.78547]",Point,"Ramin Bahrani's birthplace is North Carolina, USA.",1,Liked by more people in America,#0600AD,1.0
318,<div id='movie'><h1><b>Selected Movies</b></h1><P>Lumumba: 1 vote</P></div>,"[-72.33561, 18.54495]",Point,"Raoul Peck's birthplace is Port-au-Prince, Haiti.",1,Liked by more people in America,#0600AD,1.0
319,<div id='movie'><h1><b>Selected Movies</b></h1><P>Mysteries of Lisbon: 2 votes</p><p>Night Across the Street: 1 vote</P></div>,"[-72.93829, -41.47204]",Point,"Raoul Ruiz's birthplace is Puerto Montt, Chile.",2,Liked by less people in China,#FADD5C,1.7320508075688772
320,<div id='movie'><h1><b>Selected Movies</b></h1><P>Miners Shot Down: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
321,<div id='movie'><h1><b>Selected Movies</b></h1><P>Brick: 2 votes</P></div>,"[-77.02914, 38.99693]",Point,"Rian Johnson's birthplace is Silver Spring, Maryland, USA.",1,Liked by more people in America,#0600AD,1.4142135623730951
322,<div id='movie'><h1><b>Selected Movies</b></h1><P>Love Actually: 1 vote</P></div>,"[174.7769, -41.28952]",Point,"Richard Curtis's birthplace is Wellington, New Zealand.",4,Liked by more people in China,#FA3B00,1.0
323,<div id='movie'><h1><b>Selected Movies</b></h1><P>Donnie Darko: 3 votes</P></div>,"[-76.48065, 37.08358]",Point,"Richard Kelly's birthplace is Newport News, Virginia, USA.",1,Liked by more people in America,#0600AD,1.7320508075688772
324,<div id='movie'><h1><b>Selected Movies</b></h1><P>Boyhood: 30 votes</p><p>Before Sunset: 5 votes</p><p>Before Midnight: 2 votes</p><p>Waking Life: 2 votes</P></div>,"[-95.36952, 29.76078]",Point,"Richard Linklater's birthplace is Houston, Texas, USA.",4,Liked by more people in China,#FA3B00,6.244997998398398
325,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Comedy: 2 votes</P></div>,"[2.6138, 6.48812]",Point,,3,Liked by less people in America,#38FFE1,1.4142135623730951
326,<div id='movie'><h1><b>Selected Movies</b></h1><P>Gladiator: 2 votes</P></div>,"[-1.64687, 54.62466]",Point,"Ridley Scott's birthplace is South Shields, County Durham, England, UK.",2,Liked by less people in China,#FADD5C,1.4142135623730951
327,<div id='movie'><h1><b>Selected Movies</b></h1><P>A Vingança de Uma Mulher: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,4,Liked by more people in China,#FA3B00,1.0
328,<div id='movie'><h1><b>Selected Movies</b></h1><P>Chicago: 1 vote</P></div>,"[-89.38644, 43.07313]",Point,"Rob Marshall's birthplace is Madison, Wisconsin, USA.",2,Liked by less people in China,#FADD5C,1.0
329,<div id='movie'><h1><b>Selected Movies</b></h1><P>Gosford Park: 2 votes</P></div>,"[-94.58311, 39.10344]",Point,"Robert Altman's birthplace is Kansas City, Missouri, USA.",2,Liked by less people in China,#FADD5C,1.4142135623730951
330,<div id='movie'><h1><b>Selected Movies</b></h1><P>Actress: 1 vote</P></div>,"[-80.83796, 35.22286]",Point,"Robert Greene's birthplace is Charlotte, North Carolina, USA.",4,Liked by more people in China,#FA3B00,1.0
331,<div id='movie'><h1><b>Selected Movies</b></h1><P>American Splendor: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,2,Liked by less people in China,#FADD5C,1.0
332,<div id='movie'><h1><b>Selected Movies</b></h1><P>Cast Away: 1 vote</P></div>,"[-87.63245, 41.88425]",Point,"Robert Zemeckis's birthplace is Chicago, Illinois, USA.",2,Liked by less people in China,#FADD5C,1.0
333,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Tiger and the Snow: 1 vote</P></div>,"[11.88008, 43.3351]",Point,"Roberto Benigni's birthplace is Manciano La Misericordia, Castiglion Fiorentino, Tuscany, Italy.",2,Liked by less people in China,#FADD5C,1.0
334,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Pianist: 3 votes</p><p>The Ghost Writer: 2 votes</P></div>,"[2.3414, 48.85717]",Point,"Roman Polanski's birthplace is Paris, France.",2,Liked by less people in China,#FADD5C,2.23606797749979
335,<div id='movie'><h1><b>Selected Movies</b></h1><P>Gett: The Trial of Viviane Amselem: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
336,"<div id='movie'><h1><b>Selected Movies</b></h1><P>A Pigeon Sat on a Branch Reflecting on Existence: 3 votes</p><p>You, The Living: 2 votes</p><p>Songs from the Second Floor: 1 vote</P></div>","[11.96822, 57.70067]",Point,"Roy Andersson's birthplace is Gothenburg, Västra Götalands län, Sweden.",2,Liked by less people in China,#FADD5C,2.449489742783178
337,<div id='movie'><h1><b>Selected Movies</b></h1><P>Fruitvale Station: 4 votes</P></div>,"[-122.27307, 37.80508]",Point,"Ryan Coogler's birthplace is Oakland, California, USA.",1,Liked by more people in America,#0600AD,2.0
338,<div id='movie'><h1><b>Selected Movies</b></h1><P>Bone Tomahawk: 1 vote</P></div>,"[-80.19773, 25.77481]",Point,"S. Craig Zahler's birthplace is Miami, Florida, USA.",1,Liked by more people in America,#0600AD,1.0
339,<div id='movie'><h1><b>Selected Movies</b></h1><P>Revolutionary Road: 1 vote</P></div>,"[-0.96301, 51.45352]",Point,"Sam Mendes's birthplace is Reading, Berkshire, England, UK.",2,Liked by less people in China,#FADD5C,1.0
342,<div id='movie'><h1><b>Selected Movies</b></h1><P>Coma: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,3,Liked by less people in America,#38FFE1,1.0
343,<div id='movie'><h1><b>Selected Movies</b></h1><P>Stories We Tell: 6 votes</p><p>Take This Waltz: 1 vote</P></div>,"[-79.38544, 43.64869]",Point,"Sarah Polley's birthplace is Toronto, Ontario, Canada.",2,Liked by less people in China,#FADD5C,2.6457513110645907
344,<div id='movie'><h1><b>Selected Movies</b></h1><P>Millennium Actress: 1 vote</P></div>,"[141.36867, 43.05856]",Point,"Satoshi Kon's birthplace is Sapporo, Hokkaido, Japan.",4,Liked by more people in China,#FA3B00,1.0
345,<div id='movie'><h1><b>Selected Movies</b></h1><P>Ajami: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
346,<div id='movie'><h1><b>Selected Movies</b></h1><P>Tangerine: 1 vote</P></div>,"[-74.00714, 40.71455]",Point,"Sean Baker's birthplace is New York City, New York, USA.",2,Liked by less people in China,#FADD5C,1.0
347,<div id='movie'><h1><b>Selected Movies</b></h1><P>Kiss Kiss Bang Bang: 1 vote</P></div>,"[-79.99734, 40.43851]",Point,"Shane Black's birthplace is Pittsburgh, Pennsylvania, USA.",1,Liked by more people in America,#0600AD,1.0
348,<div id='movie'><h1><b>Selected Movies</b></h1><P>Primer: 1 vote</P></div>,"[-78.88232, 33.69373]",Point,"Shane Carruth's birthplace is Myrtle Beach, South Carolina, USA.",1,Liked by more people in America,#0600AD,1.0
349,<div id='movie'><h1><b>Selected Movies</b></h1><P>This Is England: 1 vote</P></div>,"[-1.8698, 52.89693]",Point,"Shane Meadows's birthplace is Uttoxeter, Staffordshire, England, UK.",2,Liked by less people in China,#FADD5C,1.0
350,<div id='movie'><h1><b>Selected Movies</b></h1><P>Chakde! India: 1 vote</P></div>,"[2.6138, 6.48812]",Point,,1,Liked by more people in America,#0600AD,1.0
351,<div id='movie'><h1><b>Selected Movies</b></h1><P>Before the Devil Knows You're Dead: 1 vote</P></div>,"[-75.16218, 39.95222]",Point,"Sidney Lumet's birthplace is Philadelphia, Pennsylvania, USA.",1,Liked by more people in America,#0600AD,1.0
352,<div id='movie'><h1><b>Selected Movies</b></h1><P>Love Exposure: 1 vote</P></div>,"[144.05076, 44.09217]",Point,"Sion Sono's birthplace is Toyokawa, Aichi, Japan.",4,Liked by more people in China,#FA3B00,1.0
353,<div id='movie'><h1><b>Selected Movies</b></h1><P>Lost in Translation: 12 votes</p><p>Somewhere: 3 votes</P></div>,"[-74.00714, 40.71455]",Point,"Sofia Coppola's birthplace is New York City, New York, USA.",1,Liked by more people in America,#0600AD,3.872983346207417
354,<div id='movie'><h1><b>Selected Movies</b></h1><P>Her: 6 votes</p><p>Adaptation: 3 votes</P></div>,"[-77.15118, 39.08196]",Point,"Spike Jonze's birthplace is Rockville, Maryland, USA.",2,Liked by less people in China,#FADD5C,3.0
355,<div id='movie'><h1><b>Selected Movies</b></h1><P>25th Hour: 12 votes</p><p>Bamboozled: 1 vote</p><p>When the Levees Broke: A Requiem in Four Acts: 1 vote</P></div>,"[-84.39111, 33.74831]",Point,"Spike Lee's birthplace is Atlanta, Georgia, USA.",2,Liked by less people in China,#FADD5C,3.7416573867739413
356,<div id='movie'><h1><b>Selected Movies</b></h1><P>Kung Fu Hustle: 1 vote</P></div>,"[114.17612, 22.27683]",Point,Stephen Chow's birthplace is Hong Kong.,4,Liked by more people in China,#FA3B00,1.0
357,<div id='movie'><h1><b>Selected Movies</b></h1><P>The Hours: 1 vote</P></div>,"[-2.36075, 50.80258]",Point,"Stephen Daldry's birthplace is Dorset, England, UK.",4,Liked by more people in China,#FA3B00,1.0
