movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn,birth_place,geometry.coordinates,douban_rate,douban_ppl,imdb_name,imdb_rate,storyline,imdb_ppl1,rate_dif,ppl_dif
Platform,Jia Zhangke,2000,8,Alexander Horwath,Austrian Film Museum,Austria,,"[2.6138, 6.48812]",7.8,272331.0, The Platform (2019) ,7.0,"A mysterious place, an indescribable prison, a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival, but also an opportunity for solidarity. —yusufpiskin",196000.0,0.7999999999999998,76331.0
The Holy Girl,Lucrecia Martel,2004,9,Alexander Horwath,Austrian Film Museum,Austria,"Salta, Argentina","[-65.41023, -24.78864]",7.2,432.0, The Holy Girl (2004) ,6.8,"ENT physicians gather at a provincial hotel in Salta. The hotel owner, Helena, is subdued, brittle, avoiding the calls of her ex-husband's pregnant wife. Family dysfunction seems everywhere. Helena's daughter, Amalia, about 14, discusses vocations in a Catholic girls group. Their teen imaginations conflate the erotic, the religious, and the lurid. Amalia notices Dr. Jano, and he notices her. She decides to make him her vocation, she follows him, he rubs against her in a public crowd, he's appalled at his actions. Meanwhile, Helena believes Jano is attracted to her even though he's married. Longing, guilt, scandal, and teen sensuality are set to collide. —<jhailey@hotmail.com>",3900.0,0.40000000000000036,-3468.0
Mosaik mécanique,Norbert Pfaffenbichler,2008,10,Alexander Horwath,Austrian Film Museum,Austria,,"[2.6138, 6.48812]",,,,,,,,
Boyhood,Richard Linklater,2014,1,Peter Howell,The Toronto Star,Canada,"Houston, Texas, USA","[-95.36952, 29.76078]",8.5,203524.0, Boyhood (I) (2014) ,7.9,"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting. —IFC Films",346000.0,0.5999999999999996,-142476.0
Holy Motors,Leos Carax,2012,2,Peter Howell,The Toronto Star,Canada,"Suresnes, Seine [now Hauts-de-Seine], France","[2.22612, 48.86773]",7.9,20123.0, Holy Motors (2012) ,7.1,"From dawn to dusk, a few hours in the life of Monsieur Oscar, a shadowy character who journeys from one life to the next. He is, in turn, captain of industry, assassin, beggar, monster, family man. He seems to be playing roles, plunging headlong into each part - but there are no cameras present.",45000.0,0.8000000000000007,-24877.0
The Tree of Life,Terrence Malick,2011,3,Peter Howell,The Toronto Star,Canada,"Ottawa, Illinois, USA","[-88.84266, 41.34656]",7.1,41274.0, The Tree of Life (2011) ,6.8,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father (Brad Pitt). Jack (played as an adult by Sean Penn) finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith. —alfiehitchie",173000.0,0.2999999999999998,-131726.0
In the Mood for Love,Wong Kar-wai,2000,4,Peter Howell,The Toronto Star,Canada,"Shanghai, China","[121.4747, 31.25516]",8.7,507976.0, In the Mood for Love (2000) ,8.1,"Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates. —Anonymous",140000.0,0.5999999999999996,367976.0
Inside Llewyn Davis,Joel and Ethan Coen,2013,5,Peter Howell,The Toronto Star,Canada,,"[2.6138, 6.48812]",8.1,114304.0, Inside Llewyn Davis (2013) ,7.5,"Follow a week in the life of a young folk singer as he navigates the Greenwich Village folk scene of 1961. Guitar in tow, huddled against the unforgiving New York winter, he is struggling to make it as a musician against seemingly insurmountable obstacles -- some of them of his own making. —Production",148000.0,0.5999999999999996,-33696.0
Certified Copy,Abbas Kiarostami,2010,6,Peter Howell,The Toronto Star,Canada,"Tehran, Iran","[51.41503, 35.68877]",8.0,18396.0, Certified Copy (2010) ,7.3,"James Miller has just written a book on the value of a copy versus the original work of art. At a book reading, a woman gives him her address, and the next day they meet and take a country-side drive to a local Italian village. Here, they discuss various works of art found in the town, and also the nature of their relationship - which gets both more revealed and concealed as the day progresses. —napierslogs",23000.0,0.7000000000000002,-4604.0
Memento,Christopher Nolan,2000,7,Peter Howell,The Toronto Star,Canada,"London, England, UK","[-0.12719, 51.50643]",8.7,532575.0, Memento (2000) ,8.4,"Memento chronicles two separate stories of Leonard, an ex-insurance investigator who can no longer build new memories, as he attempts to find the murderer of his wife, which is the last thing he remembers. One story line moves forward in time while the other tells the story backwards revealing more each time. —Scion013",1200000.0,0.29999999999999893,-667425.0
Y Tu Mamá También,Alfonso Cuarón,2001,8,Peter Howell,The Toronto Star,Canada,,,7.5,17082.0, Y tu mamá también (2001) ,7.6,"In Mexico City, late teen friends Tenoch Iturbide and Julio Zapata are feeling restless as their respective girlfriends are traveling together through Europe before they all begin the next phase of their lives at college. At a lavish family wedding, Tenoch and Julio meet Luisa Cortés, the twenty-something wife of Tenoch's cousin Jano, the two who have just moved to Mexico from Spain. Tenoch and Julio try to impress the beautiful Luisa by telling her that they will be taking a trip to the most beautiful secluded beach in Mexico called la Boca del Cielo (translated to Heaven's Mouth), the trip and the beach which in reality don't exist. When Luisa learns of Jano's latest marital indiscretion straight from the horse's mouth, she takes Tenoch and Julio's offer to go along on this road trip, meaning that Tenoch and Julio have to pull together quickly a road trip to a non-existent beach. They decide to head toward one suggested by their friend Saba, who seems a little confused himself of this beach's location. On the road trip, which ends up not being totally harmonious, the three go on a trip of discovery. For Luisa, she has to figure out what to do with her immediate future based on the news from Jano and a secret she is keeping. And Tenoch and Julio have to figure out what their friendship really means as they grow up. —Huggo",120000.0,-0.09999999999999964,-102918.0
Mulholland Drive,David Lynch,2001,9,Peter Howell,The Toronto Star,Canada,"Missoula, Montana, USA","[-113.99625, 46.87278]",8.4,386383.0, Mulholland Drive (2001) ,7.9,"Still untarnished by the false promises of the rapacious film industry, the wide-eyed actress, Betty, sets foot on bustling, sun-kissed Hollywood. Brimming with hope, and eager to spread her wings and prove her worth, Betty moves in Aunt Ruth's expensive apartment, unbeknownst to her, however, that fate has other plans in store for her, setting the stage for life-altering experiences with the unexpected, the indecipherable, and the unknown. Now, in the centre of an elaborate labyrinth of half-truths, faded memories, unrequited loves, and dangerous encounters with the city's ugly face lies a strange key to a mysterious keyhole, an even stranger indigo-blue cube, the young director, Adam, and one cryptic woman: the amnesiac brunette and devilishly seductive car-crash survivor, Rita. But, time flies and Rita's opaque past demands answers. After all, both women deserve the truth. What is the secret of the serpentine, dream-crushing Mulholland Drive? —Nick Riganas",341000.0,0.5,45383.0
A History of Violence,David Cronenberg,2005,10,Peter Howell,The Toronto Star,Canada,"Toronto, Ontario, Canada","[-79.38544, 43.64869]",7.5,22804.0, A History of Violence (2005) ,7.4,"Leading a happy and quiet life with his lawyer wife and their two children in the small town of Millbrook, Indiana, mild-mannered Tom Stall cherishes his simple, uneventful existence. However, their idyllic lifestyle is shattered when, one night, Tom saves his customers and friends in self-defence, foiling a vicious attempted robbery in his diner by two violent wanted criminals. Now, heralded as a local hero, Tom's life is changed overnight, attracting unwanted attention, and a national media feeding frenzy. Uncomfortable with his newfound celebrity, Tom tries to return to normalcy, only to find himself confronted by a mysterious man who arrives in town believing Tom is the man who wronged him in the past. More and more, as Tom and his family struggle to cope with their new reality and this case of mistaken identity, they have no other choice but to fight back and protect all that they hold dear. But, is there more to Tom than meets the eye? Does he have, indeed, a history of violence? —Nick Riganas",232000.0,0.09999999999999964,-209196.0
Good Night and Good Luck,George Clooney,2005,1,Annette Insdorf,Columbia University,US,"Lexington, Kentucky, USA","[-84.50032, 38.04859]",7.8,8464.0," Good Night, and Good Luck. (2005) aka ""Good Night and Good Luck"" ",7.4,"In the early 1950's, the threat of Communism created an air of paranoia in the United States and exploiting those fears was Senator Joseph McCarthy of Wisconsin. However, CBS reporter Edward R. Murrow and his producer Fred W. Friendly decided to take a stand and challenge McCarthy and expose him for the fear monger he was. However, their actions took a great personal toll on both men, but they stood by their convictions and helped to bring down one of the most controversial senators in American history. —Brian Washington <Sargebri@att.net>",97000.0,0.39999999999999947,-88536.0
Hugo,Martin Scorsese,2011,2,Annette Insdorf,Columbia University,US,"Queens, New York City, New York, USA","[-73.83539, 40.67744]",7.7,182130.0, Hugo (2011) ,7.5,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key. Hugo needs to find the key to unlock the secret he believes it contains. On his adventures, he meets George Melies, a shopkeeper, who works in the train station, and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past. —napierslogs",315000.0,0.20000000000000018,-132870.0
Ida,Paweł Pawlikowski,2013,3,Annette Insdorf,Columbia University,US,"Warsaw, Mazowieckie, Poland","[21.01037, 52.2356]",,," The East (2013) aka ""Ida"" ",6.8,A successful operative for an elite private intelligence firm is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations. —Anonymous,50000.0,,
A Separation,Asghar Farhadi,2011,4,Annette Insdorf,Columbia University,US,,,8.7,227187.0, A Separation (2011) ,8.3,"Nader (Payman Maadi) and Simin (Leila Hatami) argue about living abroad. Simin prefers to live abroad to provide better opportunities for their only daughter, Termeh. However, Nader refuses to go because he thinks he must stay in Iran and take care of his father (Ali-Asghar Shahbazi), who suffers from Alzheimers. However, Simin is determined to get a divorce and leave the country with her daughter. —Amin Davoodi",234000.0,0.3999999999999986,-6813.0
Amour,Michael Haneke,2012,5,Annette Insdorf,Columbia University,US,"Munich, Bavaria, Germany","[11.57754, 48.13641]",8.6,78255.0, Amour (2012) ,7.9,"Georges and Anne are a couple of retired music teachers enjoying life in their eighties. However, Anne suddenly has a stroke at breakfast and their lives are never the same. That incident begins Anne's harrowingly steep physical and mental decline as Georges attempts to care for her at home as she wishes. Even as the fruits of their lives and career remain bright, the couple's hopes for some dignity prove a dispiriting struggle even as their daughter enters the conflict. In the end, George, with his love fighting against his own weariness and diminished future on top of Anne's, is driven to make some critical decisions for them both. —Kenneth Chisholm (kchishol@rogers.com)",97000.0,0.6999999999999993,-18745.0
The Act of Killing,Joshua Oppenheimer,2012,6,Annette Insdorf,Columbia University,US,"Texas, USA","[-97.74299, 30.26759]",8.4,7997.0, The Act of Killing (2012) ,8.2,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.",37000.0,0.20000000000000107,-29003.0
Quills,Philip Kaufman,2000,7,Annette Insdorf,Columbia University,US,"Chicago, Illinois, USA","[-87.63245, 41.88425]",7.5,19736.0, Quills (2000) ,7.3,"The infamous writer, the Marquis de Sade of eighteenth century France, is imprisoned at Charenton Insane Asylum for unmentionable activities. He manages to befriend the young Abbé de Coulmier, who runs the asylum, along with a beautiful laundress named Madeline. Things go terribly wrong when the Abbe finds out that the Marquis' books are being secretly published. Emperor Napoleon contemplates sending Dr. Royer-Collard to oversee the asylum, a man famed for his torturous punishments. It could mean the end of Charenton and possibly the Marquis. —Emily H and Janette W",53000.0,0.20000000000000018,-33264.0
The Sapphires,Wayne Blair,2012,8,Annette Insdorf,Columbia University,US,"Taree, New South Wales, Australia","[152.46081, -31.9135]",7.0,298.0, The Sapphires (2012) ,7.1,"1968 was the year that changed the world. And for four young Aboriginal sisters from a remote mission this is the year that would change their lives forever. Around the globe, there was protest and revolution in the streets. Indigenous Australians finally secured the right to vote. There were drugs and the shock of a brutal assassination. And there was Vietnam. The sisters, Cynthia, Gail, Julie and Kay are discovered by Dave, a talent scout with a kind heart, very little rhythm but a great knowledge of soul music. Billed as Australia's answer to 'The Supremes', Dave secures the sisters their first true gig, and flies them to Vietnam to sing for the American troops. Based on a true story, THE SAPPHIRES is a triumphant celebration of youthful emotion, family and music. —Goalpost Pictures",14000.0,-0.09999999999999964,-13702.0
Where Do We Go Now?,Nadine Labaki,2011,9,Annette Insdorf,Columbia University,US,,,7.9,2705.0, Where Do We Go Now? (2011) ,7.5,"Christians and Muslims lived peacefully together for years in this small Lebanese village, but animosities begin to build among the men as a result of slights and misunderstandings. The women of the village conspire to avert sectarian strife though a series of harebrained plans, none of which succeeds in slowing down the escalating spiral of violence. When tragedy strikes, the women find themselves driven to make a deeply personal sacrifice for the sake of peace. —The Oddball",12000.0,0.40000000000000036,-9295.0
Ajami,Scandar Copti and Yaron Shani,2009,10,Annette Insdorf,Columbia University,US,,"[2.6138, 6.48812]",7.0,73.0, Ajami (2009) ,7.3,"Ajami is an area of Jaffa where Arabs, Palestinians, Jews and Christians try to live together in an atmosphere that is -to say the least - electric. Omar, an Israeli Arab, struggles to save his family from elimination by a gang of extortionists. He also courts a beautiful Christian girl, Hadir, but marrying her is far from obvious. Malek, an illegal Palestinian worker, tries to collect enough money to pay for his mother's operation. Dando, an Israeli cop, does his utmost to trace his missing brother who may have been killed by Palestinians. Binj, Malek and Omar's Arab friend, suffers from being rejected by other members of his community for mixing with an Israeli girl. All of them will meet violence, most of the time ... with violence. —Guy Bellinger",6200.0,-0.2999999999999998,-6127.0
The Dark Knight,Christopher Nolan,2008,1,Aysha Iqbal,Indian Institute of Technology,India,"London, England, UK","[-0.12719, 51.50643]",9.2,910237.0, The Dark Knight (2008) ,9.0,"Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes. —Leon Lombardi",2500000.0,0.1999999999999993,-1589763.0
Inception,Christopher Nolan,2010,2,Aysha Iqbal,Indian Institute of Technology,India,"London, England, UK","[-0.12719, 51.50643]",9.3,1807860.0, Inception (2010) ,8.8,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible, inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea, but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming. —Warner Bros. Pictures",2200000.0,0.5,-392140.0
Hero,Zhang Yimou,2002,3,Aysha Iqbal,Indian Institute of Technology,India,"Xi'an, Shaanxi, China","[-94.33519, 30.04732]",8.8,26198.0, Hero (2002) ,7.9,"Ancient China and the Qin Empire is out to conquer the six kingdoms. This makes its king a target for assassination. However, one man has single-handedly ensured the safety of the king, by killing the three most notorious assassins in the land. Treated as a hero, he is summoned for an audience with the king. —grantss",178000.0,0.9000000000000004,-151802.0
Inglourious Basterds,Quentin Tarantino,2009,4,Aysha Iqbal,Indian Institute of Technology,India,"Knoxville, Tennessee, USA","[-83.92103, 35.96068]",8.6,412874.0, Inglourious Basterds (2009) ,8.3,"In German-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the ""Basterds"", a group of Jewish-American guerrilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl's plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history. —The Massie Twins",1400000.0,0.29999999999999893,-987126.0
The Wolf of Wall Street,Martin Scorsese,2013,5,Aysha Iqbal,Indian Institute of Technology,India,"Queens, New York City, New York, USA","[-73.83539, 40.67744]",8.0,338096.0, The Wolf of Wall Street (2013) ,8.2,"In the early 1990s, Jordan Belfort teamed with his partner Donny Azoff and started brokerage firm Stratton Oakmont. Their company quickly grows from a staff of 20 to a staff of more than 250 and their status in the trading community and Wall Street grows exponentially. So much that companies file their initial public offerings through them. As their status grows, so do the amount of substances they abuse, and so do their lies. They draw attention like no other, throwing lavish parties for their staff when they hit the jackpot on high trades. That ultimately leads to Belfort featured on the cover of Forbes Magazine, being called ""The Wolf Of Wall St."". With the FBI onto Belfort's trading schemes, he devises new ways to cover his tracks and watch his fortune grow. Belfort ultimately comes up with a scheme to stash their cash in a European bank. But with the FBI watching him like a hawk, how long will Belfort and Azoff be able to maintain their elaborate wealth and luxurious lifestyles? —halo1k",1300000.0,-0.1999999999999993,-961904.0
Chakde! India,Shimit Amin,2007,6,Aysha Iqbal,Indian Institute of Technology,India,,"[2.6138, 6.48812]",8.0,1200.0," Chak De! India (2007) aka ""Chakde! India"" ",8.2,"Kabir Khan (Shahrukh Khan) knows what it's like to come back from the dead. The ex Indian Captain has now come back in the avatar of the Coach of the Indian Women's National Hockey team. A team that exists more on paper and less in reality. The team is a rag-tag bunch of girls with their own agenda. A bunch of girls who have forgotten what it is like to play for the love of the game. Of playing because you want glory for your country. Not because you want a pensioned job or a government flat. They have all forgotten the sharp thrill of just holding the hockey stick, keeping their eyes on the ball and playing for all they are worth. They have played every game but hockey to make sure they get selected every year in the Indian National team. But what does it really mean to play for the Indian National team? To play for India? The girls have never known the thrilling energy of being Team India. Of giving their all to see their country's name on a trophy. But Kabir Khan, once a captain, now forgotten, does. He knows what it takes to get there. And what it means to return empty handed. This time, he wants to make sure that it's different. He knows there are no second chances. Despite his past, he believes that if only the girls played as one, anything would be possible. Because Kabir Khan believes that it is not that we can't win. It's just that we have never believed we can. CHAK DE INDIA is the story of a coach's fight of making his team, Team India by overcoming their diverse backgrounds, by learning to use everything that life hurls on them as a secret weapon. It's a story about honesty, sincerity and integrity. The Film became a cult classic and won its leading man the National Award and put the Indian National Sport ""Hockey"", back on the map. —Official Source",78000.0,-0.1999999999999993,-76800.0
In the Mood for Love,Wong Kar-wai,2000,7,Aysha Iqbal,Indian Institute of Technology,India,"Shanghai, China","[121.4747, 31.25516]",8.7,507976.0, In the Mood for Love (2000) ,8.1,"Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates. —Anonymous",140000.0,0.5999999999999996,367976.0
No Country For Old Men,Joel and Ethan Coen,2007,8,Aysha Iqbal,Indian Institute of Technology,India,,"[2.6138, 6.48812]",8.3,254547.0, No Country for Old Men (2007) ,8.1,"In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart. —Kenneth Chisholm (kchishol@rogers.com)",914000.0,0.20000000000000107,-659453.0
Maqbool,Vishal Bhardwaj,2003,9,Aysha Iqbal,Indian Institute of Technology,India,,"[2.6138, 6.48812]",,, Maqbool (2003) ,8.1,"Macbeth meets the Godfather in present-day Bombay. The Scottish tragedy set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family. Abbaji's mistress and Maqbool plot and carry out his death; the sea plays the role of Birnham wood. —James McLeod",10000.0,,
The Lives of Others,Florian Henckel von Donnersmarck,2006,10,Aysha Iqbal,Indian Institute of Technology,India,,,9.2,487074.0, The Lives of Others (2006) ,8.4,"Gerd Wiesler is an officer with the Stasi, the East German secret police. The film begins in 1984 when Wiesler attends a play written by Georg Dreyman, who is considered by many to be the ultimate example of the loyal citizen. Wiesler has a gut feeling that Dreyman can't be as ideal as he seems, and believes surveillance is called for. The Minister of Culture agrees but only later does Wiesler learn that the Minister sees Dreyman as a rival and lusts after his partner Christa-Maria. The more time he spends listening in on them, the more he comes to care about them. The once rigid Stasi officer begins to intervene in their lives, in a positive way, protecting them whenever possible. Eventually, Wiesler's activities catch up to him and while there is no proof of wrongdoing, he finds himself in menial jobs - until the unbelievable happens. —garykmcd",376000.0,0.7999999999999989,111074.0
The Pianist,Roman Polanski,2002,1,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Paris, France","[2.3414, 48.85717]",9.2,501019.0, The Pianist (2002) ,8.5,"In this adaptation of the autobiography ""The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945,"" Wladyslaw Szpilman, a Polish Jewish radio station pianist, sees Warsaw change gradually as World War II begins. Szpilman is forced into the Warsaw Ghetto, but is later separated from his family during Operation Reinhard. From this time until the concentration camp prisoners are released, Szpilman hides in various locations among the ruins of Warsaw. —Jwelch5742",781000.0,0.6999999999999993,-279981.0
Only Lovers Left Alive,Jim Jarmusch,2013,2,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Akron, Ohio, USA","[-81.51431, 41.08431]",7.6,38255.0, Only Lovers Left Alive (2013) ,7.3,"Set against the romantic desolation of Detroit and Tangiers, an underground musician, deeply depressed by the direction of human activities, reunites with his resilient and enigmatic lover. Their love story has already endured several centuries at least, but their debauched idyll is soon disrupted by her wild and uncontrollable younger sister. Can these wise but fragile outsiders continue to survive as the modern world collapses around them? —HanWay Films",97000.0,0.2999999999999998,-58745.0
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,3,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Bangkok, Thailand","[100.50483, 13.75336]",7.3,12409.0, Uncle Boonmee Who Can Recall His Past Lives (2010) ,6.7,"Suffering from acute kidney failure, Uncle Boonmee, who lives in a house on a farm with his sister-in-law Jen and his nephew Tong has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly Huay, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, he treks through the jungle with his family to a mysterious hilltop cave - the birthplace of his first life.",15000.0,0.5999999999999996,-2591.0
Leviathan,Andrey Zvyagintsev,2014,4,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]","[82.93574, 54.96165]",7.8,1854.0, Leviathan (1989) ,5.8,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one. —Keith Loh <loh@sfu.ca>,20000.0,2.0,-18146.0
Amélie,Jean-Pierre Jeunet,2001,5,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Roanne, Loire, Rhône-Alpes, France","[4.07251, 46.03531]",8.7,877792.0, Amélie (2001) ,8.3,"Amélie is a story about a girl named Amélie whose childhood was suppressed by her Father's mistaken concerns of a heart defect. With these concerns Amélie gets hardly any real-life contact with other people. This leads Amélie to resort to her own fantastical world and dreams of love and beauty. She later on becomes a young woman and moves to the central part of Paris as a waitress. After finding a lost treasure belonging to the former occupant of her apartment, she decides to return it to him. After seeing his reaction and his new found perspective - she decides to devote her life to the people around her. Such as, her father who is obsessed with his garden-gnome, a failed writer, a hypochondriac, a man who stalks his ex girlfriends, the ""ghost,"" a suppressed young soul, the love of her life and a man whose bones are as brittle as glass. But after consuming herself with these escapades - she finds out that she is disregarding her own life and damaging her quest for love. Amélie then discovers she must become more aggressive and take a hold of her life and capture the beauty of love she has always dreamed of. —spragg_s",731000.0,0.3999999999999986,146792.0
Avatar,James Cameron,2009,6,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Kapuskasing, Ontario, Canada","[-82.42522, 49.4178]",9.1,7419.0, Avatar (2009) ,7.8,"When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid ""Na'vi"" in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers knowledge, of the Indigenous Race and their Culture, for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an ""avatar"" identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora. —The Massie Twins",1200000.0,1.2999999999999998,-1192581.0
The Tree of Life,Terrence Malick,2011,7,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Ottawa, Illinois, USA","[-88.84266, 41.34656]",7.1,41274.0, The Tree of Life (2011) ,6.8,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father (Brad Pitt). Jack (played as an adult by Sean Penn) finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith. —alfiehitchie",173000.0,0.2999999999999998,-131726.0
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,8,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Gothenburg, Västra Götalands län, Sweden","[11.96822, 57.70067]",7.9,20405.0, A Pigeon Sat on a Branch Reflecting on Existence (2014) ,7.0,"Sam and Jonathan, a pair of hapless novelty salesmen, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.",18000.0,0.9000000000000004,2405.0
Boyhood,Richard Linklater,2014,9,Zhanna Issabayeva,Freelance film critic,Kazakhstan,"Houston, Texas, USA","[-95.36952, 29.76078]",8.5,203524.0, Boyhood (I) (2014) ,7.9,"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting. —IFC Films",346000.0,0.5999999999999996,-142476.0
